MANDT,KURST,FCURR,TCURR,GDATU,UKURS,FFACT,TFACT
800,B,AED,EUR,79869194,4.87490-,1,1
800,B,AED,EUR,79869197,4.85030-,1,1
800,B,AED,EUR,79869198,4.86100-,1,1
800,G,AED,EUR,79869191,4.90630-,1,1
800,G,AED,EUR,79869192,4.88240-,1,1
800,G,AED,EUR,79869193,4.87480-,1,1
800,G,AED,EUR,79869194,4.87360-,1,1
800,G,AED,EUR,79869197,4.84860-,1,1
800,G,AED,EUR,79869198,4.85960-,1,1
800,B,CZK,EUR,79869191,25.86000-,1,1
800,B,CZK,EUR,79869192,26.00300-,1,1
800,B,CZK,EUR,79869193,25.93800-,1,1
800,B,CZK,EUR,79869194,25.92700-,1,1
800,B,CZK,EUR,79869197,25.95200-,1,1
800,G,CZK,EUR,79869191,25.83000-,1,1
800,G,CZK,EUR,79869192,25.97100-,1,1
800,G,CZK,EUR,79869193,25.91800-,1,1
800,G,CZK,EUR,79869194,25.90700-,1,1
800,G,CZK,EUR,79869197,25.92500-,1,1
800,B,DKK,EUR,79869191,7.45750-,1,1
800,B,DKK,EUR,79869192,7.45670-,1,1
800,B,DKK,EUR,79869193,7.45720-,1,1
800,B,DKK,EUR,79869194,7.45550-,1,1
800,B,DKK,EUR,79869197,7.45560-,1,1
800,B,DKK,EUR,79869198,7.45490-,1,1
800,G,DKK,EUR,79869191,7.45720-,1,1
800,G,DKK,EUR,79869192,7.45640-,1,1
800,G,DKK,EUR,79869193,7.45690-,1,1
800,G,DKK,EUR,79869194,7.45530-,1,1
800,G,DKK,EUR,79869197,7.45530-,1,1
800,G,DKK,EUR,79869198,7.45460-,1,1
800,B,MXN,EUR,79869191,16.91430-,1,1
800,B,MXN,EUR,79869192,16.82890-,1,1
800,B,MXN,EUR,79869193,16.79460-,1,1
800,B,MXN,EUR,79869194,16.78230-,1,1
800,B,MXN,EUR,79869197,16.98030-,1,1
800,G,MXN,EUR,79869191,16.89530-,1,1
800,G,MXN,EUR,79869192,16.81180-,1,1
800,G,MXN,EUR,79869193,16.78800-,1,1
800,G,MXN,EUR,79869194,16.77410-,1,1
800,G,MXN,EUR,79869197,16.96030-,1,1
800,B,USD,EUR,79869198,1.32340-,1,1
800,B,USD,EUR,79869268,1.32540-,1,1
800,B,USD,EUR,79869269,1.32680-,1,1
800,B,USD,EUR,79869270,1.32880-,1,1
800,B,USD,EUR,79869273,1.32720-,1,1
800,B,USD,EUR,79869275,1.32370-,1,1
800,G,USD,EUR,79869268,1.32530-,1,1
800,G,USD,EUR,79869269,1.32670-,1,1
800,G,USD,EUR,79869270,1.32870-,1,1
800,G,USD,EUR,79869273,1.32710-,1,1
800,G,USD,EUR,79869275,1.32330-,1,1
800,B,JPY,EUR,79869268,*9.38000-,1,1
800,B,JPY,EUR,79869269,*0.05000-,1,1
800,B,JPY,EUR,79869270,*9.97000-,1,1
800,B,JPY,EUR,79869273,*0.79000-,1,1
800,B,JPY,EUR,79869275,*2.43000-,1,1
800,B,JPY,EUR,79869276,*1.76000-,1,1
800,G,JPY,EUR,79869198,*0.76000-,1,1
800,G,JPY,EUR,79869268,*9.35000-,1,1
800,G,JPY,EUR,79869269,*0.01000-,1,1
800,G,JPY,EUR,79869270,*9.94000-,1,1
800,G,JPY,EUR,79869273,*0.72000-,1,1
800,G,JPY,EUR,79869275,*2.41000-,1,1
800,B,GBP,EUR,79869268,0.87300-,1,1
800,B,GBP,EUR,79869269,0.86650-,1,1
800,B,GBP,EUR,79869270,0.86370-,1,1
800,B,GBP,EUR,79869273,0.86170-,1,1
800,B,GBP,EUR,79869275,0.86240-,1,1
800,B,GBP,EUR,79869276,0.85860-,1,1
800,G,GBP,EUR,79869268,0.87130-,1,1
800,G,GBP,EUR,79869269,0.86630-,1,1
800,G,GBP,EUR,79869270,0.86310-,1,1
800,G,GBP,EUR,79869273,0.86120-,1,1
800,G,GBP,EUR,79869275,0.86180-,1,1
800,G,GBP,EUR,79869276,0.85800-,1,1
800,B,CHF,EUR,79869268,1.23100-,1,1
800,B,CHF,EUR,79869269,1.23410-,1,1
800,B,CHF,EUR,79869270,1.23270-,1,1
800,B,CHF,EUR,79869273,1.23320-,1,1
800,B,CHF,EUR,79869275,1.23830-,1,1
800,B,CHF,EUR,79869276,1.23760-,1,1
800,G,CHF,EUR,79869268,1.23050-,1,1
800,G,CHF,EUR,79869269,1.23390-,1,1
800,G,CHF,EUR,79869270,1.23240-,1,1
800,G,CHF,EUR,79869273,1.23280-,1,1
800,G,CHF,EUR,79869275,1.23800-,1,1
800,G,CHF,EUR,79869276,1.23730-,1,1
800,B,ZAR,EUR,79869198,13.08290-,1,1
800,B,ZAR,EUR,79869268,13.07610-,1,1
800,B,ZAR,EUR,79869269,13.10790-,1,1
800,B,ZAR,EUR,79869270,13.01780-,1,1
800,B,ZAR,EUR,79869273,12.89840-,1,1
800,B,ZAR,EUR,79869275,12.79030-,1,1
800,G,ZAR,EUR,79869198,13.08210-,1,1
800,G,ZAR,EUR,79869268,13.06810-,1,1
800,G,ZAR,EUR,79869269,13.10370-,1,1
800,G,ZAR,EUR,79869270,13.00820-,1,1
800,G,ZAR,EUR,79869273,12.89110-,1,1
800,G,ZAR,EUR,79869275,12.78070-,1,1
800,B,CAD,EUR,79869268,1.36590-,1,1
800,B,CAD,EUR,79869269,1.36320-,1,1
800,B,CAD,EUR,79869270,1.36460-,1,1
800,B,CAD,EUR,79869273,1.36400-,1,1
800,B,CAD,EUR,79869275,1.36130-,1,1
800,B,CAD,EUR,79869276,1.36240-,1,1
800,G,CAD,EUR,79869268,1.36460-,1,1
800,G,CAD,EUR,79869269,1.36270-,1,1
800,G,CAD,EUR,79869270,1.36410-,1,1
800,G,CAD,EUR,79869273,1.36350-,1,1
800,G,CAD,EUR,79869275,1.36030-,1,1
800,B,NZD,EUR,79869268,1.65920-,1,1
800,B,NZD,EUR,79869269,1.66130-,1,1
800,B,NZD,EUR,79869270,1.64460-,1,1
800,B,NZD,EUR,79869273,1.64210-,1,1
800,B,NZD,EUR,79869275,1.66070-,1,1
800,G,NZD,EUR,79869268,1.65900-,1,1
800,G,NZD,EUR,79869269,1.65980-,1,1
800,G,NZD,EUR,79869270,1.64400-,1,1
800,G,NZD,EUR,79869273,1.64160-,1,1
800,G,NZD,EUR,79869275,1.65910-,1,1
800,B,TWD,EUR,79869198,39.77480-,1,1
800,B,TWD,EUR,79869268,39.80280-,1,1
800,B,TWD,EUR,79869269,39.81060-,1,1
800,B,TWD,EUR,79869270,39.77400-,1,1
800,B,TWD,EUR,79869273,39.70520-,1,1
800,B,TWD,EUR,79869275,39.61500-,1,1
800,G,TWD,EUR,79869198,39.74530-,1,1
800,G,TWD,EUR,79869268,39.76730-,1,1
800,G,TWD,EUR,79869269,39.74790-,1,1
800,G,TWD,EUR,79869270,39.73840-,1,1
800,G,TWD,EUR,79869273,39.67260-,1,1
800,G,TWD,EUR,79869275,39.58550-,1,1
800,B,AUD,EUR,79869268,1.46840-,1,1
800,B,AUD,EUR,79869269,1.46290-,1,1
800,B,AUD,EUR,79869270,1.43630-,1,1
800,B,AUD,EUR,79869273,1.43080-,1,1
800,B,AUD,EUR,79869275,1.43540-,1,1
800,G,AUD,EUR,79869268,1.46830-,1,1
800,G,AUD,EUR,79869269,1.46270-,1,1
800,G,AUD,EUR,79869270,1.43610-,1,1
800,G,AUD,EUR,79869273,1.43070-,1,1
800,G,AUD,EUR,79869275,1.43410-,1,1
800,B,SEK,EUR,79869198,8.70500-,1,1
800,B,SEK,EUR,79869268,8.71650-,1,1
800,B,SEK,EUR,79869269,8.68320-,1,1
800,B,SEK,EUR,79869270,8.57920-,1,1
800,B,SEK,EUR,79869273,8.59740-,1,1
800,B,SEK,EUR,79869275,8.54680-,1,1
800,G,SEK,EUR,79869268,8.71470-,1,1
800,G,SEK,EUR,79869269,8.67920-,1,1
800,G,SEK,EUR,79869270,8.57720-,1,1
800,G,SEK,EUR,79869273,8.59540-,1,1
800,G,SEK,EUR,79869275,8.53930-,1,1
800,B,SAR,EUR,79869268,4.97130-,1,1
800,B,SAR,EUR,79869269,4.97690-,1,1
800,B,SAR,EUR,79869270,4.98340-,1,1
800,B,SAR,EUR,79869273,4.97700-,1,1
800,B,SAR,EUR,79869275,4.96420-,1,1
800,B,PLN,EUR,79869268,4.23790-,1,1
800,G,SAR,EUR,79869268,4.97030-,1,1
800,G,SAR,EUR,79869269,4.97510-,1,1
800,G,SAR,EUR,79869270,4.98280-,1,1
800,G,SAR,EUR,79869273,4.97610-,1,1
800,G,SAR,EUR,79869275,4.96340-,1,1
800,B,PLN,EUR,79869269,4.22790-,1,1
800,B,PLN,EUR,79869270,4.22990-,1,1
800,B,PLN,EUR,79869273,4.23800-,1,1
800,B,PLN,EUR,79869275,4.20980-,1,1
800,B,PLN,EUR,79869276,4.22800-,1,1
800,G,PLN,EUR,79869268,4.23450-,1,1
800,G,PLN,EUR,79869269,4.22590-,1,1
800,G,PLN,EUR,79869270,4.22790-,1,1
800,G,PLN,EUR,79869273,4.23600-,1,1
800,G,PLN,EUR,79869275,4.20720-,1,1
800,G,PLN,EUR,79869276,4.22500-,1,1
800,B,NOK,EUR,79869198,7.86300-,1,1
800,B,NOK,EUR,79869268,7.87700-,1,1
800,B,NOK,EUR,79869269,7.88020-,1,1
800,B,NOK,EUR,79869270,7.86030-,1,1
800,B,NOK,EUR,79869273,7.85320-,1,1
800,B,NOK,EUR,79869275,7.78900-,1,1
800,G,NOK,EUR,79869198,7.85900-,1,1
800,G,NOK,EUR,79869268,7.87400-,1,1
800,G,NOK,EUR,79869269,7.87620-,1,1
800,G,NOK,EUR,79869270,7.85580-,1,1
800,G,NOK,EUR,79869273,7.85070-,1,1
800,G,NOK,EUR,79869275,7.78350-,1,1
800,B,HKD,EUR,79869268,0.87300-,1,1
800,B,HKD,EUR,79869269,0.86650-,1,1
800,B,HKD,EUR,79869270,0.86370-,1,1
800,B,HKD,EUR,79869273,0.86170-,1,1
800,B,HKD,EUR,79869275,0.86240-,1,1
800,B,HKD,EUR,79869276,0.85860-,1,1
800,G,HKD,EUR,79869268,0.87130-,1,1
800,G,HKD,EUR,79869269,0.86630-,1,1
800,G,HKD,EUR,79869270,0.86310-,1,1
800,G,HKD,EUR,79869273,0.86120-,1,1
800,G,HKD,EUR,79869275,0.86180-,1,1
800,G,HKD,EUR,79869276,0.85800-,1,1
800,B,AED,EUR,79869268,4.86870-,1,1
800,B,AED,EUR,79869269,4.87420-,1,1
800,B,AED,EUR,79869270,4.88110-,1,1
800,B,AED,EUR,79869273,4.87500-,1,1
800,B,AED,EUR,79869275,4.86170-,1,1
800,G,AED,EUR,79869268,4.86770-,1,1
800,G,AED,EUR,79869269,4.87250-,1,1
800,G,AED,EUR,79869270,4.87990-,1,1
800,G,AED,EUR,79869273,4.87320-,1,1
800,G,AED,EUR,79869275,4.86120-,1,1
800,B,CZK,EUR,79869198,25.92400-,1,1
800,B,CZK,EUR,79869268,25.82500-,1,1
800,B,CZK,EUR,79869269,25.85800-,1,1
800,B,CZK,EUR,79869270,25.92000-,1,1
800,B,CZK,EUR,79869273,25.94500-,1,1
800,B,CZK,EUR,79869275,25.95800-,1,1
800,G,CZK,EUR,79869198,25.90400-,1,1
800,G,CZK,EUR,79869268,25.81500-,1,1
800,G,CZK,EUR,79869269,25.83800-,1,1
800,G,CZK,EUR,79869270,25.90000-,1,1
800,G,CZK,EUR,79869273,25.93000-,1,1
800,G,CZK,EUR,79869275,25.93800-,1,1
800,B,DKK,EUR,79869268,7.45540-,1,1
800,B,DKK,EUR,79869269,7.45520-,1,1
800,B,DKK,EUR,79869270,7.45660-,1,1
800,B,DKK,EUR,79869273,7.45590-,1,1
800,B,DKK,EUR,79869275,7.45820-,1,1
800,B,DKK,EUR,79869276,7.45870-,1,1
800,G,DKK,EUR,79869268,7.45510-,1,1
800,G,DKK,EUR,79869269,7.45480-,1,1
800,G,DKK,EUR,79869270,7.45630-,1,1
800,G,DKK,EUR,79869273,7.45560-,1,1
800,G,DKK,EUR,79869275,7.45790-,1,1
800,G,DKK,EUR,79869276,7.45840-,1,1
800,B,MXN,EUR,79869198,16.89250-,1,1
800,B,MXN,EUR,79869268,16.96730-,1,1
800,B,MXN,EUR,79869269,16.91790-,1,1
800,B,MXN,EUR,79869270,16.85880-,1,1
800,B,MXN,EUR,79869273,16.73890-,1,1
800,B,MXN,EUR,79869275,16.53490-,1,1
800,G,MXN,EUR,79869198,16.87510-,1,1
800,G,MXN,EUR,79869268,16.96080-,1,1
800,G,MXN,EUR,79869269,16.89020-,1,1
800,G,MXN,EUR,79869270,16.83990-,1,1
800,G,MXN,EUR,79869273,16.71840-,1,1
800,G,MXN,EUR,79869275,16.51820-,1,1
800,B,USD,EUR,79869276,1.31740-,1,1
800,B,USD,EUR,79868971,1.37990-,1,1
800,B,USD,EUR,79868969,1.37610-,1,1
800,B,USD,EUR,79868968,1.36410-,1,1
800,B,USD,EUR,79868898,1.35130-,1,1
800,B,USD,EUR,79868895,1.35090-,1,1
800,G,USD,EUR,79869276,1.31710-,1,1
800,G,USD,EUR,79868971,1.37960-,1,1
800,G,USD,EUR,79868969,1.37580-,1,1
800,G,USD,EUR,79868968,1.36380-,1,1
800,G,USD,EUR,79868898,1.35120-,1,1
800,G,USD,EUR,79868895,1.35080-,1,1
800,B,JPY,EUR,79868898,*2.95000-,1,1
800,B,JPY,EUR,79868895,*3.27000-,1,1
800,G,JPY,EUR,79869276,*1.73000-,1,1
800,G,JPY,EUR,79868971,*4.70000-,1,1
800,B,JPY,EUR,79868971,*4.75000-,1,1
800,G,JPY,EUR,79868969,*5.15000-,1,1
800,B,JPY,EUR,79868969,*5.18000-,1,1
800,G,JPY,EUR,79868968,*3.97000-,1,1
800,B,JPY,EUR,79868968,*4.02000-,1,1
800,G,JPY,EUR,79868898,*2.90000-,1,1
800,G,JPY,EUR,79868895,*3.23000-,1,1
800,B,GBP,EUR,79868971,0.85250-,1,1
800,B,GBP,EUR,79868969,0.85660-,1,1
800,B,GBP,EUR,79868968,0.85050-,1,1
800,B,GBP,EUR,79868898,0.84720-,1,1
800,B,GBP,EUR,79868895,0.84570-,1,1
800,G,GBP,EUR,79868971,0.85210-,1,1
800,G,GBP,EUR,79868969,0.85640-,1,1
800,G,GBP,EUR,79868968,0.85020-,1,1
800,G,GBP,EUR,79868898,0.84670-,1,1
800,G,GBP,EUR,79868895,0.84550-,1,1
800,B,CHF,EUR,79868971,1.23390-,1,1
800,B,CHF,EUR,79868969,1.23510-,1,1
800,B,CHF,EUR,79868968,1.23390-,1,1
800,B,CHF,EUR,79868898,1.23040-,1,1
800,B,CHF,EUR,79868895,1.23200-,1,1
800,G,CHF,EUR,79868971,1.23370-,1,1
800,G,CHF,EUR,79868969,1.23490-,1,1
800,G,CHF,EUR,79868968,1.23370-,1,1
800,G,CHF,EUR,79868898,1.23020-,1,1
800,G,CHF,EUR,79868895,1.23160-,1,1
800,B,ZAR,EUR,79869276,12.95660-,1,1
800,B,ZAR,EUR,79868971,13.54890-,1,1
800,B,ZAR,EUR,79868969,13.57110-,1,1
800,B,ZAR,EUR,79868968,13.60420-,1,1
800,B,ZAR,EUR,79868898,13.66640-,1,1
800,B,ZAR,EUR,79868895,13.75140-,1,1
800,G,ZAR,EUR,79869276,12.95590-,1,1
800,G,ZAR,EUR,79868971,13.53900-,1,1
800,G,ZAR,EUR,79868969,13.56740-,1,1
800,G,ZAR,EUR,79868968,13.59950-,1,1
800,G,ZAR,EUR,79868898,13.66060-,1,1
800,G,ZAR,EUR,79868895,13.74160-,1,1
800,B,CAD,EUR,79868971,1.44150-,1,1
800,B,CAD,EUR,79868969,1.43870-,1,1
800,B,CAD,EUR,79868968,1.42660-,1,1
800,B,CAD,EUR,79868898,1.40830-,1,1
800,B,CAD,EUR,79868895,1.40560-,1,1
800,G,CAD,EUR,79869276,1.36120-,1,1
800,G,CAD,EUR,79868971,1.44030-,1,1
800,G,CAD,EUR,79868969,1.43820-,1,1
800,G,CAD,EUR,79868968,1.42610-,1,1
800,G,CAD,EUR,79868898,1.40810-,1,1
800,G,CAD,EUR,79868895,1.40430-,1,1
800,B,NZD,EUR,79869276,1.65310-,1,1
800,G,NZD,EUR,79869276,1.65160-,1,1
800,G,NZD,EUR,79868971,1.65740-,1,1
800,B,NZD,EUR,79868971,1.65890-,1,1
800,G,NZD,EUR,79868969,1.66340-,1,1
800,B,NZD,EUR,79868969,1.66380-,1,1
800,G,NZD,EUR,79868968,1.64490-,1,1
800,B,NZD,EUR,79868968,1.64640-,1,1
800,G,NZD,EUR,79868898,1.63300-,1,1
800,B,NZD,EUR,79868898,1.63350-,1,1
800,G,NZD,EUR,79868895,1.62650-,1,1
800,B,NZD,EUR,79868895,1.62800-,1,1
800,B,TWD,EUR,79869276,39.42680-,1,1
800,B,TWD,EUR,79868971,40.59650-,1,1
800,B,TWD,EUR,79868969,40.46700-,1,1
800,B,TWD,EUR,79868968,40.12890-,1,1
800,B,TWD,EUR,79868898,39.75140-,1,1
800,B,TWD,EUR,79868895,39.74210-,1,1
800,G,TWD,EUR,79869276,39.39750-,1,1
800,G,TWD,EUR,79868971,40.56590-,1,1
800,G,TWD,EUR,79868969,40.43650-,1,1
800,G,TWD,EUR,79868968,40.09280-,1,1
800,G,TWD,EUR,79868898,39.72150-,1,1
800,G,TWD,EUR,79868895,39.70920-,1,1
800,B,AUD,EUR,79869276,1.42580-,1,1
800,B,AUD,EUR,79868971,1.43640-,1,1
800,B,AUD,EUR,79868969,1.44910-,1,1
800,B,AUD,EUR,79868968,1.43450-,1,1
800,B,AUD,EUR,79868898,1.42620-,1,1
800,B,AUD,EUR,79868895,1.42140-,1,1
800,G,AUD,EUR,79869276,1.42560-,1,1
800,G,AUD,EUR,79868971,1.43620-,1,1
800,G,AUD,EUR,79868969,1.44890-,1,1
800,G,AUD,EUR,79868968,1.43410-,1,1
800,G,AUD,EUR,79868898,1.42590-,1,1
800,G,AUD,EUR,79868895,1.42060-,1,1
800,B,SEK,EUR,79869276,8.54710-,1,1
800,B,SEK,EUR,79868971,8.74250-,1,1
800,B,SEK,EUR,79868969,8.77410-,1,1
800,B,SEK,EUR,79868968,8.81480-,1,1
800,B,SEK,EUR,79868898,8.80880-,1,1
800,B,SEK,EUR,79868895,8.78040-,1,1
800,G,SEK,EUR,79869276,8.54510-,1,1
800,G,SEK,EUR,79868971,8.73800-,1,1
800,G,SEK,EUR,79868969,8.77310-,1,1
800,G,SEK,EUR,79868968,8.81030-,1,1
800,G,SEK,EUR,79868898,8.80730-,1,1
800,G,SEK,EUR,79868895,8.77840-,1,1
800,B,SAR,EUR,79869276,4.93970-,1,1
800,B,SAR,EUR,79868971,5.17480-,1,1
800,B,SAR,EUR,79868969,5.16180-,1,1
800,B,SAR,EUR,79868968,5.11490-,1,1
800,G,SAR,EUR,79868898,5.06780-,1,1
800,B,SAR,EUR,79868898,5.06880-,1,1
800,G,SAR,EUR,79868895,5.06550-,1,1
800,B,SAR,EUR,79868895,5.06620-,1,1
800,G,SAR,EUR,79869276,4.93910-,1,1
800,G,SAR,EUR,79868971,5.17390-,1,1
800,G,SAR,EUR,79868969,5.16010-,1,1
800,G,SAR,EUR,79868968,5.11410-,1,1
800,B,PLN,EUR,79868898,4.18800-,1,1
800,B,PLN,EUR,79868895,4.17730-,1,1
800,G,PLN,EUR,79868971,4.17950-,1,1
800,B,PLN,EUR,79868971,4.18050-,1,1
800,G,PLN,EUR,79868969,4.17740-,1,1
800,B,PLN,EUR,79868969,4.17940-,1,1
800,G,PLN,EUR,79868968,4.17780-,1,1
800,B,PLN,EUR,79868968,4.17880-,1,1
800,G,PLN,EUR,79868898,4.18450-,1,1
800,G,PLN,EUR,79868895,4.17650-,1,1
800,B,NOK,EUR,79869276,7.81410-,1,1
800,B,NOK,EUR,79868971,8.13000-,1,1
800,B,NOK,EUR,79868969,8.08350-,1,1
800,B,NOK,EUR,79868968,8.11020-,1,1
800,B,NOK,EUR,79868898,8.04900-,1,1
800,B,NOK,EUR,79868895,8.03790-,1,1
800,G,NOK,EUR,79869276,7.81110-,1,1
800,G,NOK,EUR,79868971,8.12400-,1,1
800,G,NOK,EUR,79868969,8.08100-,1,1
800,G,NOK,EUR,79868968,8.10720-,1,1
800,G,NOK,EUR,79868898,8.04600-,1,1
800,G,NOK,EUR,79868895,8.03450-,1,1
800,B,HKD,EUR,79868971,0.85250-,1,1
800,B,HKD,EUR,79868969,0.85660-,1,1
800,B,HKD,EUR,79868968,0.85050-,1,1
800,B,HKD,EUR,79868898,0.84720-,1,1
800,B,HKD,EUR,79868895,0.84570-,1,1
800,G,HKD,EUR,79868971,0.85210-,1,1
800,G,HKD,EUR,79868969,0.85640-,1,1
800,G,HKD,EUR,79868968,0.85020-,1,1
800,G,HKD,EUR,79868898,0.84670-,1,1
800,G,HKD,EUR,79868895,0.84550-,1,1
800,B,AED,EUR,79869276,4.83780-,1,1
800,B,AED,EUR,79868971,5.06800-,1,1
800,B,AED,EUR,79868969,5.05530-,1,1
800,B,AED,EUR,79868968,5.00940-,1,1
800,B,AED,EUR,79868898,4.96420-,1,1
800,B,AED,EUR,79868895,4.96160-,1,1
800,G,AED,EUR,79869276,4.83730-,1,1
800,G,AED,EUR,79868971,5.06710-,1,1
800,G,AED,EUR,79868969,5.05390-,1,1
800,G,AED,EUR,79868968,5.00870-,1,1
800,G,AED,EUR,79868898,4.96320-,1,1
800,G,AED,EUR,79868895,4.96100-,1,1
800,B,CZK,EUR,79869276,26.02100-,1,1
800,B,CZK,EUR,79868971,25.73200-,1,1
800,B,CZK,EUR,79868969,25.74900-,1,1
800,B,CZK,EUR,79868968,25.75400-,1,1
800,B,CZK,EUR,79868898,25.85600-,1,1
800,B,CZK,EUR,79868895,25.84300-,1,1
800,G,CZK,EUR,79869276,26.00700-,1,1
800,G,CZK,EUR,79868971,25.72400-,1,1
800,G,CZK,EUR,79868969,25.73200-,1,1
800,G,CZK,EUR,79868968,25.72400-,1,1
800,G,CZK,EUR,79868898,25.82100-,1,1
800,G,CZK,EUR,79868895,25.83300-,1,1
800,B,DKK,EUR,79868974,7.45880-,1,1
800,G,DKK,EUR,79868971,7.45940-,1,1
800,B,DKK,EUR,79868971,7.45970-,1,1
800,G,DKK,EUR,79868969,7.45890-,1,1
800,B,DKK,EUR,79868969,7.45920-,1,1
800,G,DKK,EUR,79868968,7.45930-,1,1
800,B,DKK,EUR,79868968,7.45960-,1,1
800,G,DKK,EUR,79868898,7.45820-,1,1
800,B,DKK,EUR,79868898,7.45850-,1,1
800,G,DKK,EUR,79868895,7.45820-,1,1
800,B,DKK,EUR,79868895,7.45830-,1,1
800,B,MXN,EUR,79869276,16.50000-,1,1
800,B,MXN,EUR,79868971,17.74460-,1,1
800,B,MXN,EUR,79868969,17.73080-,1,1
800,B,MXN,EUR,79868968,17.66990-,1,1
800,B,MXN,EUR,79868898,17.62220-,1,1
800,B,MXN,EUR,79868895,17.57290-,1,1
800,G,MXN,EUR,79869276,16.48900-,1,1
800,G,MXN,EUR,79868971,17.73660-,1,1
800,G,MXN,EUR,79868969,17.72210-,1,1
800,G,MXN,EUR,79868968,17.65810-,1,1
800,G,MXN,EUR,79868898,17.61560-,1,1
800,G,MXN,EUR,79868895,17.56860-,1,1
800,B,USD,EUR,79868982,1.36250-,1,1
800,B,USD,EUR,79868981,1.36990-,1,1
800,B,USD,EUR,79868978,1.36790-,1,1
800,B,USD,EUR,79868977,1.36730-,1,1
800,B,USD,EUR,79868975,1.38040-,1,1
800,B,USD,EUR,79868974,1.38000-,1,1
800,G,USD,EUR,79868982,1.36240-,1,1
800,G,USD,EUR,79868981,1.36960-,1,1
800,G,USD,EUR,79868978,1.36770-,1,1
800,G,USD,EUR,79868977,1.36710-,1,1
800,G,USD,EUR,79868975,1.38030-,1,1
800,G,USD,EUR,79868974,1.37990-,1,1
800,G,JPY,EUR,79868982,*3.56000-,1,1
800,G,JPY,EUR,79868981,*3.71000-,1,1
800,B,JPY,EUR,79868981,*3.74000-,1,1
800,G,JPY,EUR,79868978,*4.14000-,1,1
800,B,JPY,EUR,79868978,*4.19000-,1,1
800,G,JPY,EUR,79868977,*4.51000-,1,1
800,B,JPY,EUR,79868977,*4.54000-,1,1
800,G,JPY,EUR,79868975,*4.34000-,1,1
800,B,JPY,EUR,79868975,*4.44000-,1,1
800,G,JPY,EUR,79868974,*4.16000-,1,1
800,B,JPY,EUR,79868974,*4.22000-,1,1
800,B,GBP,EUR,79868982,0.84850-,1,1
800,B,GBP,EUR,79868981,0.84510-,1,1
800,B,GBP,EUR,79868978,0.84610-,1,1
800,B,GBP,EUR,79868977,0.84760-,1,1
800,B,GBP,EUR,79868975,0.85310-,1,1
800,B,GBP,EUR,79868974,0.85220-,1,1
800,G,GBP,EUR,79868982,0.84820-,1,1
800,G,GBP,EUR,79868981,0.84470-,1,1
800,G,GBP,EUR,79868978,0.84590-,1,1
800,G,GBP,EUR,79868977,0.84740-,1,1
800,G,GBP,EUR,79868975,0.85280-,1,1
800,G,GBP,EUR,79868974,0.85200-,1,1
800,B,CHF,EUR,79868982,1.23200-,1,1
800,B,CHF,EUR,79868981,1.23410-,1,1
800,B,CHF,EUR,79868978,1.23550-,1,1
800,B,CHF,EUR,79868977,1.23530-,1,1
800,B,CHF,EUR,79868975,1.22980-,1,1
800,B,CHF,EUR,79868974,1.23390-,1,1
800,G,CHF,EUR,79868982,1.23180-,1,1
800,G,CHF,EUR,79868981,1.23400-,1,1
800,G,CHF,EUR,79868978,1.23520-,1,1
800,G,CHF,EUR,79868977,1.23500-,1,1
800,G,CHF,EUR,79868975,1.22930-,1,1
800,G,CHF,EUR,79868974,1.23360-,1,1
800,B,ZAR,EUR,79868981,13.35380-,1,1
800,B,ZAR,EUR,79868978,13.46550-,1,1
800,B,ZAR,EUR,79868977,13.49000-,1,1
800,B,ZAR,EUR,79868975,13.48650-,1,1
800,B,ZAR,EUR,79868974,13.57050-,1,1
800,G,ZAR,EUR,79868981,13.34410-,1,1
800,G,ZAR,EUR,79868978,13.46540-,1,1
800,G,ZAR,EUR,79868977,13.48980-,1,1
800,G,ZAR,EUR,79868975,13.47660-,1,1
800,G,ZAR,EUR,79868974,13.56100-,1,1
800,B,CAD,EUR,79868982,1.40380-,1,1
800,B,CAD,EUR,79868981,1.41010-,1,1
800,B,CAD,EUR,79868978,1.40830-,1,1
800,B,CAD,EUR,79868977,1.40770-,1,1
800,B,CAD,EUR,79868975,1.43560-,1,1
800,B,CAD,EUR,79868974,1.44120-,1,1
800,G,CAD,EUR,79868982,1.40280-,1,1
800,G,CAD,EUR,79868981,1.40960-,1,1
800,G,CAD,EUR,79868978,1.40730-,1,1
800,G,CAD,EUR,79868977,1.40720-,1,1
800,G,CAD,EUR,79868975,1.43540-,1,1
800,G,CAD,EUR,79868974,1.44070-,1,1
800,G,NZD,EUR,79868982,1.60540-,1,1
800,B,NZD,EUR,79868982,1.60690-,1,1
800,G,NZD,EUR,79868981,1.61210-,1,1
800,B,NZD,EUR,79868981,1.61360-,1,1
800,G,NZD,EUR,79868978,1.61520-,1,1
800,B,NZD,EUR,79868978,1.61560-,1,1
800,G,NZD,EUR,79868977,1.61590-,1,1
800,B,NZD,EUR,79868977,1.61660-,1,1
800,G,NZD,EUR,79868975,1.65090-,1,1
800,B,NZD,EUR,79868975,1.65250-,1,1
800,G,NZD,EUR,79868974,1.66290-,1,1
800,B,NZD,EUR,79868974,1.66360-,1,1
800,B,TWD,EUR,79868982,40.05460-,1,1
800,B,TWD,EUR,79868981,40.26960-,1,1
800,B,TWD,EUR,79868978,40.23380-,1,1
800,B,TWD,EUR,79868977,40.18280-,1,1
