MANDT,KURST,FCURR,TCURR,GDATU,UKURS,FFACT,TFACT
800,B,JPY,EUR,79868797,*9.19000-,1,1
800,B,JPY,EUR,79868796,*9.32000-,1,1
800,B,JPY,EUR,79868795,*9.41000-,1,1
800,G,JPY,EUR,79868871,*8.99000-,1,1
800,G,JPY,EUR,79868870,*9.19000-,1,1
800,G,JPY,EUR,79868797,*9.16000-,1,1
800,G,JPY,EUR,79868796,*9.30000-,1,1
800,G,JPY,EUR,79868795,*9.19000-,1,1
800,B,GBP,EUR,79868872,0.83370-,1,1
800,B,GBP,EUR,79868871,0.83180-,1,1
800,B,GBP,EUR,79868870,0.83310-,1,1
800,B,GBP,EUR,79868797,0.82640-,1,1
800,B,GBP,EUR,79868796,0.82640-,1,1
800,B,GBP,EUR,79868795,0.83060-,1,1
800,G,GBP,EUR,79868872,0.83310-,1,1
800,G,GBP,EUR,79868871,0.83150-,1,1
800,G,GBP,EUR,79868870,0.83300-,1,1
800,G,GBP,EUR,79868797,0.82630-,1,1
800,G,GBP,EUR,79868796,0.82610-,1,1
800,G,GBP,EUR,79868795,0.83030-,1,1
800,B,CHF,EUR,79868871,1.23140-,1,1
800,B,CHF,EUR,79868870,1.23050-,1,1
800,B,CHF,EUR,79868797,1.23240-,1,1
800,B,CHF,EUR,79868796,1.22900-,1,1
800,B,CHF,EUR,79868795,1.22710-,1,1
800,G,CHF,EUR,79868872,1.23010-,1,1
800,G,CHF,EUR,79868871,1.23120-,1,1
800,G,CHF,EUR,79868870,1.23030-,1,1
800,G,CHF,EUR,79868797,1.23210-,1,1
800,G,CHF,EUR,79868796,1.22890-,1,1
800,G,CHF,EUR,79868795,1.22670-,1,1
800,B,ZAR,EUR,79868871,13.85430-,1,1
800,B,ZAR,EUR,79868870,13.93300-,1,1
800,B,ZAR,EUR,79868797,13.82510-,1,1
800,B,ZAR,EUR,79868796,14.06510-,1,1
800,B,ZAR,EUR,79868795,14.12430-,1,1
800,B,ZAR,EUR,79868794,14.25790-,1,1
800,G,ZAR,EUR,79868871,13.84310-,1,1
800,G,ZAR,EUR,79868870,13.92300-,1,1
800,G,ZAR,EUR,79868797,13.81510-,1,1
800,G,ZAR,EUR,79868796,14.05480-,1,1
800,G,ZAR,EUR,79868795,14.12370-,1,1
800,G,ZAR,EUR,79868794,14.24790-,1,1
800,B,CAD,EUR,79868872,1.43540-,1,1
800,B,CAD,EUR,79868871,1.43820-,1,1
800,B,CAD,EUR,79868870,1.44200-,1,1
800,B,CAD,EUR,79868797,1.44010-,1,1
800,B,CAD,EUR,79868796,1.44560-,1,1
800,B,CAD,EUR,79868795,1.44950-,1,1
800,G,CAD,EUR,79868872,1.43270-,1,1
800,G,CAD,EUR,79868871,1.43720-,1,1
800,G,CAD,EUR,79868870,1.44080-,1,1
800,G,CAD,EUR,79868797,1.43880-,1,1
800,G,CAD,EUR,79868796,1.44430-,1,1
800,G,CAD,EUR,79868795,1.44850-,1,1
800,G,NZD,EUR,79868871,1.66380-,1,1
800,B,NZD,EUR,79868871,1.66630-,1,1
800,G,NZD,EUR,79868870,1.67360-,1,1
800,B,NZD,EUR,79868870,1.67400-,1,1
800,G,NZD,EUR,79868797,1.65030-,1,1
800,B,NZD,EUR,79868797,1.65190-,1,1
800,G,NZD,EUR,79868796,1.64890-,1,1
800,B,NZD,EUR,79868796,1.65050-,1,1
800,G,NZD,EUR,79868795,1.65770-,1,1
800,B,NZD,EUR,79868795,1.65920-,1,1
800,B,TWD,EUR,79868871,40.29940-,1,1
800,B,TWD,EUR,79868870,40.29940-,1,1
800,B,TWD,EUR,79868797,40.06090-,1,1
800,B,TWD,EUR,79868796,40.16030-,1,1
800,B,TWD,EUR,79868795,40.21420-,1,1
800,B,TWD,EUR,79868794,40.26920-,1,1
800,G,TWD,EUR,79868871,40.27990-,1,1
800,G,TWD,EUR,79868870,40.26930-,1,1
800,G,TWD,EUR,79868797,40.03090-,1,1
800,G,TWD,EUR,79868796,40.12720-,1,1
800,G,TWD,EUR,79868795,40.19760-,1,1
800,G,TWD,EUR,79868794,40.23900-,1,1
800,B,AUD,EUR,79868872,1.49190-,1,1
800,B,AUD,EUR,79868871,1.48810-,1,1
800,B,AUD,EUR,79868870,1.49630-,1,1
800,B,AUD,EUR,79868797,1.48140-,1,1
800,B,AUD,EUR,79868796,1.48860-,1,1
800,B,AUD,EUR,79868795,1.50590-,1,1
800,G,AUD,EUR,79868871,1.48790-,1,1
800,G,AUD,EUR,79868870,1.49600-,1,1
800,G,AUD,EUR,79868797,1.48010-,1,1
800,G,AUD,EUR,79868796,1.48840-,1,1
800,G,AUD,EUR,79868795,1.50570-,1,1
800,B,SEK,EUR,79868871,8.92750-,1,1
800,B,SEK,EUR,79868870,8.90730-,1,1
800,B,SEK,EUR,79868797,8.87440-,1,1
800,B,SEK,EUR,79868796,8.87390-,1,1
800,B,SEK,EUR,79868795,8.83910-,1,1
800,B,SEK,EUR,79868794,8.87080-,1,1
800,G,SEK,EUR,79868871,8.92550-,1,1
800,G,SEK,EUR,79868870,8.90530-,1,1
800,G,SEK,EUR,79868797,8.87240-,1,1
800,G,SEK,EUR,79868796,8.86890-,1,1
800,G,SEK,EUR,79868795,8.83180-,1,1
800,G,SEK,EUR,79868794,8.86760-,1,1
800,G,SAR,EUR,79868871,5.09690-,1,1
800,B,SAR,EUR,79868871,5.09880-,1,1
800,G,SAR,EUR,79868870,5.10360-,1,1
800,B,SAR,EUR,79868870,5.10480-,1,1
800,G,SAR,EUR,79868797,5.07470-,1,1
800,B,SAR,EUR,79868797,5.07630-,1,1
800,G,SAR,EUR,79868796,5.09000-,1,1
800,B,SAR,EUR,79868796,5.09130-,1,1
800,G,SAR,EUR,79868795,5.09680-,1,1
800,B,SAR,EUR,79868795,5.09810-,1,1
800,G,SAR,EUR,79868794,5.09490-,1,1
800,B,PLN,EUR,79868871,4.19610-,1,1
800,B,PLN,EUR,79868870,4.20510-,1,1
800,B,PLN,EUR,79868797,4.19600-,1,1
800,B,PLN,EUR,79868796,4.20510-,1,1
800,B,PLN,EUR,79868795,4.19900-,1,1
800,G,PLN,EUR,79868871,4.19410-,1,1
800,G,PLN,EUR,79868870,4.20390-,1,1
800,G,PLN,EUR,79868797,4.19400-,1,1
800,G,PLN,EUR,79868796,4.20420-,1,1
800,G,PLN,EUR,79868795,4.19810-,1,1
800,B,NOK,EUR,79868871,8.27900-,1,1
800,B,NOK,EUR,79868870,8.34670-,1,1
800,B,NOK,EUR,79868797,8.32420-,1,1
800,B,NOK,EUR,79868796,8.29530-,1,1
800,B,NOK,EUR,79868795,8.31400-,1,1
800,G,NOK,EUR,79868871,8.27500-,1,1
800,G,NOK,EUR,79868870,8.34370-,1,1
800,G,NOK,EUR,79868797,8.32090-,1,1
800,G,NOK,EUR,79868796,8.29030-,1,1
800,G,NOK,EUR,79868795,8.31000-,1,1
800,G,NOK,EUR,79868794,8.41790-,1,1
800,B,HKD,EUR,79868872,0.83370-,1,1
800,B,HKD,EUR,79868871,0.83180-,1,1
800,B,HKD,EUR,79868870,0.83310-,1,1
800,B,HKD,EUR,79868797,0.82640-,1,1
800,B,HKD,EUR,79868796,0.82640-,1,1
800,B,HKD,EUR,79868795,0.83060-,1,1
800,G,HKD,EUR,79868872,0.83310-,1,1
800,G,HKD,EUR,79868871,0.83150-,1,1
800,G,HKD,EUR,79868870,0.83300-,1,1
800,G,HKD,EUR,79868797,0.82630-,1,1
800,G,HKD,EUR,79868796,0.82610-,1,1
800,G,HKD,EUR,79868795,0.83030-,1,1
800,B,AED,EUR,79868871,4.99360-,1,1
800,B,AED,EUR,79868870,4.99950-,1,1
800,B,AED,EUR,79868797,4.97200-,1,1
800,B,AED,EUR,79868796,4.98590-,1,1
800,B,AED,EUR,79868795,4.99250-,1,1
800,B,AED,EUR,79868794,4.99100-,1,1
800,G,AED,EUR,79868871,4.99180-,1,1
800,G,AED,EUR,79868870,4.99840-,1,1
800,G,AED,EUR,79868797,4.97050-,1,1
800,G,AED,EUR,79868796,4.98490-,1,1
800,G,AED,EUR,79868795,4.99150-,1,1
800,G,AED,EUR,79868794,4.98960-,1,1
800,B,CZK,EUR,79868871,27.36100-,1,1
800,B,CZK,EUR,79868870,27.41300-,1,1
800,B,CZK,EUR,79868797,27.41700-,1,1
800,B,CZK,EUR,79868796,27.46200-,1,1
800,B,CZK,EUR,79868795,27.41000-,1,1
800,G,CZK,EUR,79868872,27.33200-,1,1
800,G,CZK,EUR,79868871,27.32900-,1,1
800,G,CZK,EUR,79868870,27.38100-,1,1
800,G,CZK,EUR,79868797,27.38700-,1,1
800,G,CZK,EUR,79868796,27.43100-,1,1
800,G,CZK,EUR,79868795,27.40000-,1,1
800,G,DKK,EUR,79868872,7.45850-,1,1
800,B,DKK,EUR,79868872,7.45870-,1,1
800,G,DKK,EUR,79868871,7.45830-,1,1
800,B,DKK,EUR,79868871,7.45860-,1,1
800,G,DKK,EUR,79868870,7.45870-,1,1
800,B,DKK,EUR,79868870,7.45900-,1,1
800,G,DKK,EUR,79868797,7.45920-,1,1
800,B,DKK,EUR,79868797,7.45950-,1,1
800,G,DKK,EUR,79868796,7.45960-,1,1
800,B,DKK,EUR,79868796,7.45990-,1,1
800,G,DKK,EUR,79868795,7.45890-,1,1
800,B,DKK,EUR,79868795,7.45990-,1,1
800,B,MXN,EUR,79868871,17.80060-,1,1
800,B,MXN,EUR,79868870,17.81980-,1,1
800,B,MXN,EUR,79868797,17.79820-,1,1
800,B,MXN,EUR,79868796,17.98770-,1,1
800,B,MXN,EUR,79868795,17.85970-,1,1
800,B,MXN,EUR,79868794,17.74230-,1,1
800,G,MXN,EUR,79868871,17.79220-,1,1
800,G,MXN,EUR,79868870,17.80950-,1,1
800,G,MXN,EUR,79868797,17.78940-,1,1
800,G,MXN,EUR,79868796,17.98370-,1,1
800,G,MXN,EUR,79868795,17.84420-,1,1
800,B,USD,EUR,79868881,1.35080-,1,1
800,B,USD,EUR,79868878,1.34660-,1,1
800,B,USD,EUR,79868877,1.35160-,1,1
800,B,USD,EUR,79868874,1.35270-,1,1
800,B,USD,EUR,79868873,1.35490-,1,1
800,G,USD,EUR,79868881,1.35070-,1,1
800,G,USD,EUR,79868878,1.34650-,1,1
800,G,USD,EUR,79868877,1.35130-,1,1
800,G,USD,EUR,79868874,1.35260-,1,1
800,G,USD,EUR,79868873,1.35460-,1,1
800,B,JPY,EUR,79868881,*5.27000-,1,1
800,B,JPY,EUR,79868878,*5.75000-,1,1
800,B,JPY,EUR,79868877,*6.86000-,1,1
800,B,JPY,EUR,79868874,*7.72000-,1,1
800,B,JPY,EUR,79868873,*7.38000-,1,1
800,G,JPY,EUR,79868881,*5.24000-,1,1
800,G,JPY,EUR,79868878,*5.71000-,1,1
800,G,JPY,EUR,79868877,*6.81000-,1,1
800,G,JPY,EUR,79868874,*7.61000-,1,1
800,G,JPY,EUR,79868873,*7.33000-,1,1
800,G,JPY,EUR,79868872,*8.39000-,1,1
800,B,GBP,EUR,79868881,0.83940-,1,1
800,B,GBP,EUR,79868878,0.83500-,1,1
800,B,GBP,EUR,79868877,0.83470-,1,1
800,B,GBP,EUR,79868874,0.83480-,1,1
800,B,GBP,EUR,79868873,0.83720-,1,1
800,G,GBP,EUR,79868881,0.83880-,1,1
800,G,GBP,EUR,79868878,0.83480-,1,1
800,G,GBP,EUR,79868877,0.83440-,1,1
800,G,GBP,EUR,79868874,0.83460-,1,1
800,G,GBP,EUR,79868873,0.83700-,1,1
800,B,CHF,EUR,79868881,1.23360-,1,1
800,B,CHF,EUR,79868878,1.23140-,1,1
800,B,CHF,EUR,79868877,1.23100-,1,1
800,B,CHF,EUR,79868874,1.23120-,1,1
800,B,CHF,EUR,79868873,1.23140-,1,1
800,B,CHF,EUR,79868872,1.23060-,1,1
800,G,CHF,EUR,79868881,1.23310-,1,1
800,G,CHF,EUR,79868878,1.23120-,1,1
800,G,CHF,EUR,79868877,1.23050-,1,1
800,G,CHF,EUR,79868874,1.23100-,1,1
800,G,CHF,EUR,79868873,1.23120-,1,1
800,B,ZAR,EUR,79868881,13.64980-,1,1
800,B,ZAR,EUR,79868878,13.66670-,1,1
800,B,ZAR,EUR,79868877,13.69810-,1,1
800,B,ZAR,EUR,79868874,13.57110-,1,1
800,B,ZAR,EUR,79868873,13.68440-,1,1
800,B,ZAR,EUR,79868872,13.79210-,1,1
800,G,ZAR,EUR,79868881,13.63980-,1,1
800,G,ZAR,EUR,79868878,13.65690-,1,1
800,G,ZAR,EUR,79868877,13.68830-,1,1
800,G,ZAR,EUR,79868874,13.57090-,1,1
800,G,ZAR,EUR,79868873,13.68420-,1,1
800,G,ZAR,EUR,79868872,13.79180-,1,1
800,B,CAD,EUR,79868881,1.40870-,1,1
800,B,CAD,EUR,79868878,1.40980-,1,1
800,B,CAD,EUR,79868877,1.42690-,1,1
800,B,CAD,EUR,79868874,1.42720-,1,1
800,B,CAD,EUR,79868873,1.42750-,1,1
800,G,CAD,EUR,79868881,1.40770-,1,1
800,G,CAD,EUR,79868878,1.40820-,1,1
800,G,CAD,EUR,79868877,1.42670-,1,1
800,G,CAD,EUR,79868874,1.42700-,1,1
800,G,CAD,EUR,79868873,1.42650-,1,1
800,G,NZD,EUR,79868881,1.61290-,1,1
800,B,NZD,EUR,79868881,1.61330-,1,1
800,G,NZD,EUR,79868878,1.63900-,1,1
800,B,NZD,EUR,79868878,1.63930-,1,1
800,G,NZD,EUR,79868877,1.65650-,1,1
800,B,NZD,EUR,79868877,1.65700-,1,1
800,G,NZD,EUR,79868874,1.64600-,1,1
800,B,NZD,EUR,79868874,1.64640-,1,1
800,G,NZD,EUR,79868873,1.65370-,1,1
800,B,NZD,EUR,79868873,1.65530-,1,1
800,G,NZD,EUR,79868872,1.66010-,1,1
800,B,NZD,EUR,79868872,1.66160-,1,1
800,B,TWD,EUR,79868881,39.80540-,1,1
800,B,TWD,EUR,79868878,39.80820-,1,1
800,B,TWD,EUR,79868877,40.04140-,1,1
800,B,TWD,EUR,79868874,40.06020-,1,1
800,B,TWD,EUR,79868873,40.13870-,1,1
800,B,TWD,EUR,79868872,40.34010-,1,1
800,G,TWD,EUR,79868881,39.78890-,1,1
800,G,TWD,EUR,79868878,39.77240-,1,1
800,G,TWD,EUR,79868877,40.00850-,1,1
800,G,TWD,EUR,79868874,40.02720-,1,1
800,G,TWD,EUR,79868873,40.10560-,1,1
800,G,TWD,EUR,79868872,40.30990-,1,1
800,B,AUD,EUR,79868881,1.43720-,1,1
800,B,AUD,EUR,79868878,1.45320-,1,1
800,B,AUD,EUR,79868877,1.47380-,1,1
800,B,AUD,EUR,79868874,1.47590-,1,1
800,B,AUD,EUR,79868873,1.48640-,1,1
800,G,AUD,EUR,79868881,1.43710-,1,1
800,G,AUD,EUR,79868878,1.45290-,1,1
800,G,AUD,EUR,79868877,1.47370-,1,1
800,G,AUD,EUR,79868874,1.47560-,1,1
800,G,AUD,EUR,79868873,1.48630-,1,1
800,G,AUD,EUR,79868872,1.49170-,1,1
800,B,SEK,EUR,79868881,8.93440-,1,1
800,B,SEK,EUR,79868878,8.92780-,1,1
800,B,SEK,EUR,79868877,8.89420-,1,1
800,B,SEK,EUR,79868874,8.88990-,1,1
800,B,SEK,EUR,79868873,8.89520-,1,1
800,B,SEK,EUR,79868872,8.91580-,1,1
800,G,SEK,EUR,79868881,8.93240-,1,1
800,G,SEK,EUR,79868878,8.92330-,1,1
800,G,SEK,EUR,79868877,8.89220-,1,1
800,G,SEK,EUR,79868874,8.88360-,1,1
800,G,SEK,EUR,79868873,8.89320-,1,1
800,G,SEK,EUR,79868872,8.91280-,1,1
800,G,SAR,EUR,79868881,5.06540-,1,1
800,B,SAR,EUR,79868881,5.06590-,1,1
800,G,SAR,EUR,79868878,5.04900-,1,1
800,B,SAR,EUR,79868878,5.05030-,1,1
800,G,SAR,EUR,79868877,5.06890-,1,1
800,B,SAR,EUR,79868877,5.06960-,1,1
800,G,SAR,EUR,79868874,5.07140-,1,1
800,B,SAR,EUR,79868874,5.07330-,1,1
800,G,SAR,EUR,79868873,5.08040-,1,1
800,B,SAR,EUR,79868873,5.08160-,1,1
800,G,SAR,EUR,79868872,5.09930-,1,1
800,B,SAR,EUR,79868872,5.10050-,1,1
800,B,PLN,EUR,79868881,4.18020-,1,1
800,B,PLN,EUR,79868878,4.19390-,1,1
800,B,PLN,EUR,79868877,4.20000-,1,1
800,B,PLN,EUR,79868874,4.19300-,1,1
800,B,PLN,EUR,79868873,4.20110-,1,1
800,B,PLN,EUR,79868872,4.20380-,1,1
800,G,PLN,EUR,79868881,4.17870-,1,1
800,G,PLN,EUR,79868878,4.19090-,1,1
800,G,PLN,EUR,79868877,4.19920-,1,1
800,G,PLN,EUR,79868874,4.19100-,1,1
800,G,PLN,EUR,79868873,4.20010-,1,1
800,G,PLN,EUR,79868872,4.20280-,1,1
800,B,NOK,EUR,79868881,8.26590-,1,1
800,B,NOK,EUR,79868878,8.22240-,1,1
800,B,NOK,EUR,79868877,8.20690-,1,1
800,B,NOK,EUR,79868874,8.26970-,1,1
800,B,NOK,EUR,79868873,8.28670-,1,1
800,B,NOK,EUR,79868872,8.25480-,1,1
800,G,NOK,EUR,79868881,8.26340-,1,1
800,G,NOK,EUR,79868878,8.21990-,1,1
800,G,NOK,EUR,79868877,8.20490-,1,1
800,G,NOK,EUR,79868874,8.26300-,1,1
800,G,NOK,EUR,79868873,8.28010-,1,1
800,G,NOK,EUR,79868872,8.24680-,1,1
800,B,HKD,EUR,79868881,0.83940-,1,1
800,B,HKD,EUR,79868878,0.83500-,1,1
800,B,HKD,EUR,79868877,0.83470-,1,1
800,B,HKD,EUR,79868874,0.83480-,1,1
800,B,HKD,EUR,79868873,0.83720-,1,1
800,G,HKD,EUR,79868884,0.83630-,1,1
800,G,HKD,EUR,79868881,0.83880-,1,1
800,G,HKD,EUR,79868878,0.83480-,1,1
800,G,HKD,EUR,79868877,0.83440-,1,1
800,G,HKD,EUR,79868874,0.83460-,1,1
800,G,HKD,EUR,79868873,0.83700-,1,1
800,B,AED,EUR,79868881,4.96160-,1,1
800,B,AED,EUR,79868878,4.94620-,1,1
800,B,AED,EUR,79868877,4.96490-,1,1
800,B,AED,EUR,79868874,4.96860-,1,1
800,B,AED,EUR,79868873,4.97670-,1,1
800,B,AED,EUR,79868872,4.99540-,1,1
800,G,AED,EUR,79868881,4.96100-,1,1
800,G,AED,EUR,79868878,4.94480-,1,1
800,G,AED,EUR,79868877,4.96430-,1,1
800,G,AED,EUR,79868874,4.96690-,1,1
800,G,AED,EUR,79868873,4.97570-,1,1
800,G,AED,EUR,79868872,4.99400-,1,1
800,B,CZK,EUR,79868881,27.14600-,1,1
800,B,CZK,EUR,79868878,27.19800-,1,1
800,B,CZK,EUR,79868877,27.25600-,1,1
800,B,CZK,EUR,79868874,27.29000-,1,1
800,B,CZK,EUR,79868873,27.32500-,1,1
800,B,CZK,EUR,79868872,27.34000-,1,1
800,G,CZK,EUR,79868881,27.11400-,1,1
800,G,CZK,EUR,79868878,27.17800-,1,1
800,G,CZK,EUR,79868877,27.22600-,1,1
800,G,CZK,EUR,79868874,27.25800-,1,1
800,G,CZK,EUR,79868873,27.31500-,1,1
800,G,DKK,EUR,79868884,7.45830-,1,1
800,B,DKK,EUR,79868884,7.45860-,1,1
800,G,DKK,EUR,79868881,7.45870-,1,1
800,B,DKK,EUR,79868881,7.45900-,1,1
800,G,DKK,EUR,79868878,7.45880-,1,1
800,B,DKK,EUR,79868878,7.45910-,1,1
800,G,DKK,EUR,79868877,7.45820-,1,1
800,B,DKK,EUR,79868877,7.45850-,1,1
800,G,DKK,EUR,79868874,7.45820-,1,1
800,B,DKK,EUR,79868874,7.45850-,1,1
800,G,DKK,EUR,79868873,7.45790-,1,1
800,B,DKK,EUR,79868873,7.45820-,1,1
800,B,MXN,EUR,79868881,17.43900-,1,1
800,B,MXN,EUR,79868878,17.67920-,1,1
800,B,MXN,EUR,79868877,17.67380-,1,1
800,B,MXN,EUR,79868874,17.53440-,1,1
800,B,MXN,EUR,79868873,17.74240-,1,1
800,B,MXN,EUR,79868872,17.82950-,1,1
800,G,MXN,EUR,79868881,17.42990-,1,1
800,G,MXN,EUR,79868878,17.67170-,1,1
800,G,MXN,EUR,79868877,17.65710-,1,1
800,G,MXN,EUR,79868874,17.52660-,1,1
800,G,MXN,EUR,79868873,17.73130-,1,1
800,G,MXN,EUR,79868872,17.82300-,1,1
800,B,USD,EUR,79868891,1.34210-,1,1
800,B,USD,EUR,79868888,1.33980-,1,1
800,B,USD,EUR,79868887,1.33850-,1,1
800,B,USD,EUR,79868886,1.34180-,1,1
800,B,USD,EUR,79868885,1.34340-,1,1
800,B,USD,EUR,79868884,1.34500-,1,1
800,G,USD,EUR,79868891,1.34200-,1,1
800,G,USD,EUR,79868888,1.33950-,1,1
800,G,USD,EUR,79868887,1.33840-,1,1
800,G,USD,EUR,79868886,1.34140-,1,1
800,G,USD,EUR,79868885,1.34310-,1,1
800,G,USD,EUR,79868884,1.34480-,1,1
800,B,JPY,EUR,79868891,*1.78000-,1,1
800,B,JPY,EUR,79868888,*2.81000-,1,1
800,B,JPY,EUR,79868887,*3.48000-,1,1
800,B,JPY,EUR,79868886,*3.53000-,1,1
800,B,JPY,EUR,79868885,*4.29000-,1,1
800,B,JPY,EUR,79868884,*5.03000-,1,1
800,G,JPY,EUR,79868891,*1.76000-,1,1
800,G,JPY,EUR,79868888,*2.78000-,1,1
800,G,JPY,EUR,79868887,*3.45000-,1,1
800,G,JPY,EUR,79868886,*3.43000-,1,1
800,G,JPY,EUR,79868885,*4.27000-,1,1
800,G,JPY,EUR,79868884,*4.98000-,1,1
800,B,GBP,EUR,79868891,0.83480-,1,1
800,B,GBP,EUR,79868888,0.83780-,1,1
800,B,GBP,EUR,79868887,0.84310-,1,1
800,B,GBP,EUR,79868886,0.84050-,1,1
800,B,GBP,EUR,79868885,0.83860-,1,1
800,B,GBP,EUR,79868884,0.83680-,1,1
800,G,GBP,EUR,79868891,0.83460-,1,1
800,G,GBP,EUR,79868888,0.83760-,1,1
800,G,GBP,EUR,79868887,0.84300-,1,1
800,G,GBP,EUR,79868886,0.83990-,1,1
800,G,GBP,EUR,79868885,0.83850-,1,1
800,G,GBP,EUR,79868884,0.83630-,1,1
800,B,CHF,EUR,79868891,1.23050-,1,1
800,B,CHF,EUR,79868888,1.23280-,1,1
800,B,CHF,EUR,79868887,1.23240-,1,1
800,B,CHF,EUR,79868886,1.23230-,1,1
800,B,CHF,EUR,79868885,1.23330-,1,1
800,B,CHF,EUR,79868884,1.23470-,1,1
800,G,CHF,EUR,79868891,1.23030-,1,1
800,G,CHF,EUR,79868888,1.23260-,1,1
800,G,CHF,EUR,79868887,1.23230-,1,1
800,G,CHF,EUR,79868886,1.23180-,1,1
800,G,CHF,EUR,79868885,1.23320-,1,1
800,G,CHF,EUR,79868884,1.23460-,1,1
800,B,ZAR,EUR,79868888,13.89660-,1,1
800,B,ZAR,EUR,79868887,13.96160-,1,1
800,B,ZAR,EUR,79868886,13.91400-,1,1
800,B,ZAR,EUR,79868885,13.88820-,1,1
800,B,ZAR,EUR,79868884,13.71740-,1,1
800,G,ZAR,EUR,79868888,13.88680-,1,1
800,G,ZAR,EUR,79868887,13.95280-,1,1
800,G,ZAR,EUR,79868886,13.89400-,1,1
800,G,ZAR,EUR,79868885,13.87830-,1,1
800,G,ZAR,EUR,79868884,13.71660-,1,1
800,B,CAD,EUR,79868891,1.40400-,1,1
800,B,CAD,EUR,79868888,1.40350-,1,1
800,B,CAD,EUR,79868887,1.40670-,1,1
800,B,CAD,EUR,79868886,1.40820-,1,1
800,B,CAD,EUR,79868885,1.41060-,1,1
800,B,CAD,EUR,79868884,1.40740-,1,1
800,G,CAD,EUR,79868891,1.40320-,1,1
800,G,CAD,EUR,79868888,1.40250-,1,1
800,G,CAD,EUR,79868887,1.40650-,1,1
800,G,CAD,EUR,79868886,1.40650-,1,1
800,G,CAD,EUR,79868885,1.41020-,1,1
800,G,CAD,EUR,79868884,1.40690-,1,1
800,G,NZD,EUR,79868891,1.61090-,1,1
800,B,NZD,EUR,79868891,1.61140-,1,1
800,G,NZD,EUR,79868888,1.62340-,1,1
800,B,NZD,EUR,79868888,1.62400-,1,1
800,G,NZD,EUR,79868887,1.62980-,1,1
800,B,NZD,EUR,79868887,1.63130-,1,1
800,G,NZD,EUR,79868886,1.62990-,1,1
800,B,NZD,EUR,79868886,1.63140-,1,1
800,G,NZD,EUR,79868885,1.62900-,1,1
800,B,NZD,EUR,79868885,1.62940-,1,1
800,G,NZD,EUR,79868884,1.62090-,1,1
800,B,NZD,EUR,79868884,1.62240-,1,1
800,B,TWD,EUR,79868888,39.61950-,1,1
800,B,TWD,EUR,79868887,39.61050-,1,1
800,B,TWD,EUR,79868886,39.71490-,1,1
800,B,TWD,EUR,79868885,39.80200-,1,1
800,B,TWD,EUR,79868884,39.80200-,1,1
800,G,TWD,EUR,79868888,39.58380-,1,1
800,G,TWD,EUR,79868887,39.58830-,1,1
800,G,TWD,EUR,79868886,39.69550-,1,1
800,G,TWD,EUR,79868885,39.77220-,1,1
800,G,TWD,EUR,79868884,39.76920-,1,1
800,B,AUD,EUR,79868891,1.41950-,1,1
800,B,AUD,EUR,79868888,1.43240-,1,1
800,B,AUD,EUR,79868887,1.43770-,1,1
800,B,AUD,EUR,79868886,1.44180-,1,1
800,B,AUD,EUR,79868885,1.44580-,1,1
800,B,AUD,EUR,79868884,1.44250-,1,1
800,G,AUD,EUR,79868891,1.41920-,1,1
800,G,AUD,EUR,79868888,1.43090-,1,1
800,G,AUD,EUR,79868887,1.43670-,1,1
800,G,AUD,EUR,79868886,1.44150-,1,1
800,G,AUD,EUR,79868885,1.44550-,1,1
800,G,AUD,EUR,79868884,1.44100-,1,1
800,B,SEK,EUR,79868891,8.84320-,1,1
800,B,SEK,EUR,79868888,8.82550-,1,1
800,B,SEK,EUR,79868887,8.91830-,1,1
800,B,SEK,EUR,79868886,8.98300-,1,1
800,B,SEK,EUR,79868885,8.98150-,1,1
800,B,SEK,EUR,79868884,8.95140-,1,1
800,G,SEK,EUR,79868891,8.84120-,1,1
800,G,SEK,EUR,79868888,8.82210-,1,1
800,G,SEK,EUR,79868887,8.91630-,1,1
800,G,SEK,EUR,79868886,8.98000-,1,1
800,G,SEK,EUR,79868885,8.97530-,1,1
800,G,SEK,EUR,79868884,8.94690-,1,1
800,B,SAR,EUR,79868891,5.03380-,1,1
800,G,SAR,EUR,79868888,5.02430-,1,1
800,B,SAR,EUR,79868888,5.02490-,1,1
800,G,SAR,EUR,79868887,5.02090-,1,1
800,B,SAR,EUR,79868887,5.02150-,1,1
800,G,SAR,EUR,79868886,5.03110-,1,1
800,B,SAR,EUR,79868886,5.03270-,1,1
800,G,SAR,EUR,79868885,5.03740-,1,1
800,B,SAR,EUR,79868885,5.03880-,1,1
800,G,SAR,EUR,79868884,5.04290-,1,1
800,B,SAR,EUR,79868884,5.04430-,1,1
800,B,PLN,EUR,79868891,4.18290-,1,1
800,B,PLN,EUR,79868888,4.20700-,1,1
800,B,PLN,EUR,79868887,4.20700-,1,1
800,B,PLN,EUR,79868886,4.20610-,1,1
800,B,PLN,EUR,79868885,4.19010-,1,1
800,B,PLN,EUR,79868884,4.18620-,1,1
800,G,PLN,EUR,79868891,4.17910-,1,1
800,G,PLN,EUR,79868888,4.20360-,1,1
800,G,PLN,EUR,79868887,4.20500-,1,1
800,G,PLN,EUR,79868886,4.20110-,1,1
800,G,PLN,EUR,79868885,4.18810-,1,1
800,G,PLN,EUR,79868884,4.18520-,1,1
800,B,NOK,EUR,79868888,8.22710-,1,1
800,B,NOK,EUR,79868887,8.30470-,1,1
